id,Brand,Description,Rating,Price
2222,studio rasa,Navy Blue Striped Crop Top,4.3,Rs. 674
2223,PANIT,Blue Floral Printed Crepe Crop Top,4.0,Rs. 719
2224,Anouk,Black & Gold-Toned Polka Dot Printed Bell Sleeves Knitted Regular Top,2.8,Rs. 769
2225,TANKHI,Women Pink Floral Printed Tunic,4.4,Rs. 949
2226,WineRed,Women Grey Floral Print Cotton Crop Top,4.0,Rs. 628
2227,Maaesa,Women Black & Golden Printed Top,4.0,Rs. 593
2228,Ives,Women Yellow Pure Cotton Regular Top,3.8,Rs. 599
2229,Aprique FAB,Pink Floral Bell Sleeve Pure Cotton Ethnic Top,3.8,Rs. 599
2230,AKKRITI BY PANTALOONS,Lime Green Geometric Regular Top,4.3,Rs. 489
2231,AKKRITI BY PANTALOONS,Women Charcoal Checked Kaftan Top,4.2,Rs. 549
2232,AKKRITI BY PANTALOONS,Navy Blue Geometric Flared Sleeve Regular Top,4.5,Rs. 549
2233,W,Women Black Solid Longline Top,4.2,Rs. 699
2234,Bronz,Women Pink Solid A-Line Top,4.4,Rs. 719
2235,Global Desi,Women's Mustard Yellow & Green Floral Printed Tunic,4.6,Rs. 999
2236,Ayaany,Women Red Solid Crop Pure Cotton Top,4.2,Rs. 1529
2237,Ayaany,Women Grey Solid Pure Cotton Top,4.2,Rs. 1529
2238,fabGLOBAL,Khaki Viscose Rayon Shirt Collar Tunic,4.4,Rs. 1449
2239,studio rasa,Women Magenta Printed Peplum Top,4.1,Rs. 899
2240,Fabriko,Beige Floral Printed Straight Kurti,4.7,Rs. 479
2241,Bhama Couture,Women Yellow & Off-White Striped Shirt Tunic,3.7,Rs. 737
2242,Global Desi,EcoVero White & Blue Printed Puff Sleeves Cropped Blouson Top,4.8,Rs. 749
2243,YASH GALLERY,Women Navy Blue & White Printed Ethnic Cinched Waist Top,4.0,Rs. 659
2244,YASH GALLERY,Women Green Solid Peplum Top,4.5,Rs. 809
2245,Bhama Couture,Peach-Coloured Solid Straight Kurti,3.8,Rs. 699
2246,studio rasa,Women Dupion Embroidered Back Tie Crop Top,4.1,Rs. 779
2247,Bhama Couture,Women Mustard Yellow Embroidered A-Line Pure Cotton Top,3.1,Rs. 791
2248,Bhama Couture,Women Sea Green & Red Embroidered Top,3.7,Rs. 773
2249,Bhama Couture,Women Black Solid Top,3.5,Rs. 773
2250,kipek,Women Olive Green & Red Ikat Printed Mirror Work Straight Kurti,4.8,Rs. 683
2251,Ives,White & Green Floral Georgette Cinched Waist Crop Top,3.4,Rs. 749
2252,MBE,Women Navy Blue Floral Printed Empire Top,4.2,Rs. 719
2253,Bhama Couture,Women Black Solid Tunic,4.2,Rs. 659
2254,Bhama Couture,Women Pink Solid Top,4.2,Rs. 719
2255,RANGMAYEE,Women Pink & Off-White Printed Tunic,3.5,Rs. 739
2256,Abhishti,Yellow V-Neck A-Line Kurti,3.2,Rs. 1899
2257,Kvsfab,Grey & Pink Boat Neck Embroidered Tunic,3.2,Rs. 809
2258,Aprique FAB,Coral Orange Solid Puff Sleeve A-Line Ethnic Top,4.2,Rs. 599
2259,Aprique FAB,Women Mustard Yellow Embroidred Top,4.2,Rs. 679
2260,FABNEST,Women Pink & Navy Blue Checked Tunic,4.2,Rs. 803
2261,Rudra Bazaar,Women Maroon Floral Printed Kurti,4.0,Rs. 799
2262,Inddus,Women Pink Embellished Ethnic Crop Wrap Top With Tie-Ups,3.8,Rs. 959
2263,anayna,Women Lavender & Mustard Yellow Floral Print Maternity & Nursing Pure Cotton Top,3.5,Rs. 715
2264,Ayaany,Women Navy Blue Solid Shirt Style Pure Cotton Top,3.9,Rs. 989
2265,SALWAR STUDIO,Women Orange Solid Peplum Top,2.7,Rs. 501
2266,AKIMIA,Women Pink Printed Top,3.9,Rs. 799
2267,fabGLOBAL,Women Grey Solid A-Line Top,4.3,Rs. 1399
2268,PANIT,Women Navy Blue and Maroon Printed Kurtis,3.6,Rs. 809
2269,AKIMIA,Akimia Red Embellished Flared Sleeves Net Fitted Crop Top,4.4,Rs. 489
2270,fabGLOBAL,Fabglobal Blue Mandarin Collar Regular Longline Top,4.0,Rs. 799
2271,fabGLOBAL,Grey Embroidered Regular Top,4.2,Rs. 1149
2272,fabGLOBAL,Black & Beige Checked Mandarin Collar Regular Top,4.1,Rs. 899
2273,fabGLOBAL,Pink Floral Embroidered Regular Top,4.6,Rs. 1149
2274,fabGLOBAL,Red & Orange Mandarin Collar Pure Cotton Regular Top,4.5,Rs. 849
2275,Moda Rapido,Women Cream-Coloured & Maroon Ombre Dyed Oversized Straight Kurti,3.0,Rs. 449
2276,fabGLOBAL,Coral Pink & Beige Mandarin Collar Regular Top,3.6,Rs. 1199
2277,Global Desi,Navy Blue Sustainable Solid Wrap Top,4.9,Rs. 839
2278,SCOUP,Women Off-White & Orange Floral Embroidered Pure Cotton Top,4.2,Rs. 1202
2279,Janasya,Women White Striped Shirt Style Pure Cotton Top,3.9,Rs. 587
2280,RAISIN,Multicoloured Printed Silk Layered Tunic,3.3,Rs. 1749
2281,Ahalyaa,Women Brown & Beige Printed Tunic,3.3,Rs. 1199
2282,Bhama Couture,Women Red Longline Striped Shirt Style Pure Cotton Top,3.0,Rs. 794
2283,Saffron Threads,Women's Pink & White Embroidered Tunic,4.6,Rs. 799
2284,Ahalyaa,Women's Green & Golden Printed Semi-Sheer Front-Open Kediya Tunic,3.9,Rs. 856
2285,OM SAI LATEST CREATION,Red Ethnic Motifs Printed Kurti,4.1,Rs. 1989
2286,Ahalyaa,Women Grey & Silver Printed Tunic,3.3,Rs. 899
2287,HIGHLIGHT FASHION EXPORT,Women Grey Embellished Handwork Detail Straight Kurti,4.4,Rs. 519
2288,OM SAI LATEST CREATION,Orange & White Striped V-Neck Kurti,4.2,Rs. 1989
2289,Aditi Wasan,White & Turquoise Blue Embroidered Semi-Sheer Tunic,3.6,Rs. 1279
2290,HERE&NOW,Women Pink & White Geometric Yoke Design A-Line Kurti,4.3,Rs. 1199
2291,Ahalyaa,Women Blue & White Checked Waist Tie-Up Tunic,3.2,Rs. 926
2292,OM SAI LATEST CREATION,Maroon & Black Pure Cotton Kurti with Dori Pattern,3.7,Rs. 1989
2293,studio rasa,Women Dupion Hand Block Printed Crop Top,4.1,Rs. 649
2294,kipek,Women's Blue & Gold-Toned Printed Tunic,4.4,Rs. 607
2295,Ira Soleil,Women Black & Blue Printed Reversible Blouson Top,3.5,Rs. 1170
2296,Naari,Women Blue Embroidered Kurti,4.6,Rs. 1079
2297,Bhama Couture,Women Navy Blue Solid Top,3.4,Rs. 628
2298,FABNEST,Women Red & Blue Checked Tunic,2.5,Rs. 803
2299,Desi Weavess,Women Off-White & Navy Blue Printed Pure Cotton Straight Kurti,4.2,Rs. 1199
2300,Bhama Couture,Women Black Solid Peplum Top,2.9,Rs. 791
2301,Varanga,Rust Gold Block Print Crop Top,4.1,Rs. 593
2302,RAISIN,Navy Blue & Green Printed Peplum Tunic,3.0,Rs. 1119
2303,RANGMAYEE,Women Cream-Coloured & Orange Printed Tunic,4.7,Rs. 644
2304,Vishudh,Blue & White Printed Tunic,4.4,Rs. 479
2305,Lakshita,Maroon Ethnic Motifs Printed Pure Cotton Anarkali Kurti,4.1,Rs. 1447
2306,Global Desi,Women Mustard Yellow Solid Top with Embroidery,4.1,Rs. 1139
2307,Global Desi,Women Black Yoke Design Printed Top,4.6,Rs. 1139
2308,INDYA,Women Black Solid Wrap Crop Top,4.4,Rs. 650
2309,AKKRITI BY PANTALOONS,Women Pink Printed Shirt Style Top,4.1,Rs. 419
2310,Janasya,Maroon Geometric Printed Keyhole Neck Peplum Top,4.4,Rs. 792
2311,kipek,Kipek Women White Printed Straight Kurti,4.7,Rs. 569
2312,INDYA,Women Rose Gold-Coloured Embroidered Crop Top,4.0,Rs. 850
2313,Melange by Lifestyle,Navy Blue Floral Embroidered Mandarin Collar Regular Crop Top,5.0,Rs. 499
2314,IMARA,White & Black Solid Tunic,3.9,Rs. 599
2315,Taavi,Women Black & White Bagru Handblock Print Peplum Top,4.4,Rs. 769
2316,Taavi,Yellow Floral Ajrakh Hand Block Print Off-Shoulder Puff Sleeve Top,4.2,Rs. 749
2317,RANGMAYEE,Beige & Black Geometric Sanganeri Block Printed Pure Cotton Kurti & Mask,4.0,Rs. 693
2318,Vishudh,Women Navy Blue & White Printed Tunic,3.9,Rs. 454
2319,INDYA,Indya Blue Embellished Georgette Crop Top,4.3,Rs. 700
2320,Fabindia,Blue Shirt Style Knotted Top,4.5,Rs. 472
2321,AKKRITI BY PANTALOONS,Women Green Solid Top,4.3,Rs. 439
2322,Vishudh,Orange & Pink Printed Tunic,3.9,Rs. 539
2323,Fabindia,Pink Cotton Striped Top with Zari Detail,5.0,Rs. 999
2324,Taavi,Black & Golden Kanchi Gold Khadi Print V-Neck Sustainable Kurti,4.2,Rs. 569
2325,Vishudh,Women Coral Pink & Black Printed Top,4.0,Rs. 494
2326,FABRIC FITOOR,Black & White Geometric Tie-Up Neck Regular Top,4.0,Rs. 649
2327,AKKRITI BY PANTALOONS,Women Grey Printed Crop Top,4.7,Rs. 384
2328,AKKRITI BY PANTALOONS,Women Teal Blue Embroidered Blouson Pure Cotton Top,4.5,Rs. 519
2329,Libas,Women Blue Golden Ethnic Print Pure Cotton A-Line Kurti,4.1,Rs. 584
2330,Global Desi,Eco Vero Women Coral Orange Solid A-Line Tunic,4.4,Rs. 899
2331,Global Desi,Women Off White & Black Shirt Style Top,3.5,Rs. 1274
2332,Rangriti,Women Sea Green & White Liva Striped Longline A-Line Top,3.3,Rs. 539
2333,ROOTED,Women Rust Red Printed Top,3.8,Rs. 1379
2334,AHIKA,Green Floral Print Mandarin Collar Pure Cotton Longline Top,4.4,Rs. 494
2335,AHIKA,Green Floral Print Mandarin Collar Roll-Up Sleeves Longline Top,4.4,Rs. 494
2336,max,Cream-Coloured & Red Floral Embroidered Shirt Style Top,3.5,Rs. 899
2337,Sangria,Women Gorgeous Red Ethnic Motifs Top,4.0,Rs. 594
2338,Sangria,Women Stylish Mustard Ethnic Motifs Top,5.0,Rs. 524
2339,SheWill,Mustard Yellow Chiffon Blouson Longline Top,4.2,Rs. 811
2340,Janasya,Green Striped Peplum Top,4.8,Rs. 721
2341,Inddus,Women Purple & Red Dual Tone Zari Self Design Crop Top,4.1,Rs. 699
2342,PANIT,Women Red Polka Dot Smocked Layered Top,4.1,Rs. 629
2343,AKKRITI BY PANTALOONS,Women Red Printed Top,4.1,Rs. 499
2344,AKKRITI BY PANTALOONS,Women Yellow Solid Wrap Top,3.5,Rs. 494
2345,AKKRITI BY PANTALOONS,Charcoal Grey Embroidered Tunic,4.0,Rs. 479
2346,Shae by SASSAFRAS,Blue & White Ethnic Motifs Print Regular Crop Top,4.2,Rs. 404
2347,RANGMAYEE,Maroon & Blue Sanganeri Block Print Pure Cotton Kurti with Mask,4.1,Rs. 693
2348,INDYA,X PAYAL SINGHAL Women Pink Mukaish Printed Top,3.8,Rs. 825
2349,Globus,Printed Tunic,4.0,Rs. 1699
2350,AKKRITI BY PANTALOONS,Women Burgundy & Silver-Toned Embellished Round Neck Top,4.8,Rs. 749
2351,max,Green Floral Embroidered Regular Top,3.1,Rs. 809
2352,Biba,Women White Solid A-Line Top,4.1,Rs. 454
2353,Rangriti,Women Yellow Solid Top,4.3,Rs. 499
2354,INDYA,Blue Mughal Tie Up Strap Short Kurti,4.4,Rs. 850
2355,Fusion Beats,Navy Blue & Beige Checked High Low Tunic,2.0,Rs. 1199
2356,Global Desi,Women White & Black Self Design Top,4.0,Rs. 899
2357,ROOTED,Women Beige Embroidered Bishop Sleeve Top,4.0,Rs. 1379
2358,SheWill,Magenta Chiffon Blouson Longline Top,4.3,Rs. 811
2359,max,White & Blue Georgette A-Line Top,3.8,Rs. 809
2360,RANGMAYEE,Navy Blue & Red Sanganeri Block Print Pure Cotton Kurti with Mask,4.5,Rs. 693
2361,Cottinfab,Women Green Solid Kurti,3.6,Rs. 639
2362,W,Women White Printed High-Low Top,3.6,Rs. 649
2363,Shae by SASSAFRAS,White & Maroon Geometric Printed Pure Cotton Mandarin Collar Empire Top,4.0,Rs. 629
2364,RARE ROOTS,Women Maroon Feather Print Top,4.1,Rs. 584
2365,Indo Era,Women Blue Geometric Printed Indigo Angrakha Style Kurti,3.9,Rs. 1196
2366,Fabindia,Red Striped Cotton Tunic,4.2,Rs. 1192
2367,Fabindia,Beige & Brown Checked Linen Regular Top,4.7,Rs. 2190
2368,Bhama Couture,Black & White Embroidered Monochrome Puff Sleeves A-Line Top,3.4,Rs. 799
2369,Bhama Couture,Women Sea Green Solid Peplum Pure Cotton Top,3.8,Rs. 791
2370,Bhama Couture,Women's Off-White & Pink Printed Tunic,3.4,Rs. 939
2371,clorals,Women Yellow Embroidered Detail Tunic,4.1,Rs. 615
2372,FABRIC FITOOR,Women Sea Green & White Checked Shirt Style Top,4.1,Rs. 734
2373,INDYA,Cream-Coloured & Green Printed Short Kurti With Attached Striped Dupatta,3.5,Rs. 616
2374,Ives,Women Green Solid Pleated Layer Satin Finish Top,4.7,Rs. 584
2375,kipek,Women White & Brown Floral Print Tunic,4.6,Rs. 607
2376,Bhama Couture,Black Embroidered Tunic with Zari Detail,3.3,Rs. 874
2377,W,Women Blue Printed Top,2.8,Rs. 499
2378,Shae by SASSAFRAS,Navy Blue & White Printed Sweetheart Neck Blouson Crop Top,4.5,Rs. 449
2379,INDYA,Women Gold-Toned Solid Top,3.9,Rs. 1372
2380,AKKRITI BY PANTALOONS,Women Grey Printed Shirt Style Top,4.1,Rs. 419
2381,People,Black & Grey Viscose Rayon Printed Tunic,4.8,Rs. 439
2382,FABNEST,Women Mustard Yellow Solid Kurti,4.1,Rs. 503
2383,ROOTED,Women Beige Printed Top,4.2,Rs. 1499
2384,Global Desi,Women Teal Blue Embroidered Regular Top with Gathered Detail,4.1,Rs. 1139
2385,Vishudh,Women Peach-Coloured Solid Tunic,3.9,Rs. 507
2386,Janasya,Blue Striped Tie-Up Neck Pure Cotton Top,4.6,Rs. 868
2387,FabAlley,Blue & Black Bishop Sleeves Georgette Blouson Top,4.4,Rs. 800
2388,Shae by SASSAFRAS,Mauve Keyhole Neck Liva A-Line Top,4.3,Rs. 489
2389,Rain & Rainbow,Women Blue & Green Cotton Printed A-Line Tunic,4.5,Rs. 997
2390,Janasya,Women Turquoise Blue Checked A-Line Pure Cotton Top,4.0,Rs. 685
2391,InWeave,Women Black Printed Top,3.3,Rs. 699
2392,AKKRITI BY PANTALOONS,Women Blue & Yellow Embroidered Tunic,4.7,Rs. 719
2393,SheWill,Grey Regular Cotton Blend Fit & Flare Top,3.7,Rs. 593
2394,Saffron Threads,Women White & Navy Blue Checked Tunic,4.3,Rs. 599
2395,Fabindia,Beige & Brown Checked Linen Regular Top,4.7,Rs. 2190
2396,Anouk,Pink & Golden Floral Printed Mandarin Collar A-Line Top,4.0,Rs. 509
2397,Prakrti,Women Rust Red & White Ethnic Motifs Printed Kurti,3.6,Rs. 764
2398,Anouk,Women Beige & Pink Striped Pure Cotton A-Line Top,3.8,Rs. 324
2399,Taavi,Women Black Ikat Print A-Line Top,4.1,Rs. 839
2400,Sangria,Yellow Floral Embroidered A-Line Top,4.2,Rs. 689
2401,Rain & Rainbow,Green & White Printed Pure Cotton A-line Top,4.6,Rs. 1049
2402,Rangriti,Women Pink & White Chevron Print Pure Cotton Top,4.3,Rs. 479
2403,Rain & Rainbow,Women Grey & Pink Printed Straight Kurti,4.4,Rs. 1595
2404,Melange by Lifestyle,Navy Blue Printed Styled Back Top,4.2,Rs. 449
2405,Global Desi,Women Off-White & Green Printed Pure Cotton Top,4.3,Rs. 1019
2406,ZIZO By Namrata Bajaj,Women Olive Brown Printed A-Line Kurti,4.2,Rs. 498
2407,Global Desi,Women's Peach-Coloured & Off-White Striped Tunic,4.8,Rs. 1249
2408,ADA,Women Yellow & Red Chikankari Hand Embroidered Pure Cotton Straight Sustainable Kurti,4.4,Rs. 999
2409,SheWill,Beige Chiffon Blouson Longline Top,3.6,Rs. 782
2410,Rain & Rainbow,Women Rust Red & Orange Pure Cotton Printed Tunic,3.9,Rs. 1017
2411,Bhama Couture,Women Red Solid A-Line Pure Cotton Top,3.8,Rs. 755
2412,ADA,Orange Ethnic Motifs Woven Design Pure Georgette Chikankari Kurti with Matching Slip,4.5,Rs. 1990
2413,Rain & Rainbow,Women White & Rust Orange Printed A-Line Pure Cotton Top,3.5,Rs. 749
2414,Global Desi,Women Teal Blue Solid Tunic with Asymmetric Hem,4.5,Rs. 1019
2415,AKKRITI BY PANTALOONS,Women Pure Cotton Mustard Embroidered Tunic,4.5,Rs. 799
2416,Prakrti,Coral Pink Solid Kurti,3.7,Rs. 639
2417,Prakrti,Sea Green Printed Kurti,3.6,Rs. 679
2418,AKKRITI BY PANTALOONS,Women Blue Self Design Top,4.5,Rs. 479
2419,Jaipur Kurti,Women Off-White & Black Checked Bell Sleeved Top,3.3,Rs. 458
2420,Bhama Couture,Women's Off-White & Red Bohemian Printed Tunic,3.8,Rs. 791
2421,Ishin,Women Black & Silver-Toned Striped Shimmer A-Line Top,2.6,Rs. 1499
2422,Jaipur Kurti,Women Navy Blue Solid A-Line Top,4.5,Rs. 399
2423,People,Women Maroon,3.3,Rs. 479
2424,Vishudh,Blue Printed Tunic,4.3,Rs. 499
2425,ADA,Women Navy & White Chikankari Hand Embroidered Detail Sustainable A-Line Pure Cotton Top,3.4,Rs. 999
2426,Colour Me by Melange,Pink Floral Puff Sleeve Linen Regular Crop Top,3.4,Rs. 999
2427,MBE,Women Pink & Black Checked Pure Cotton A-Line Kurti,4.4,Rs. 701
2428,Bhama Couture,Women Navy Blue Embroidered A-Line Top,5.0,Rs. 737
2429,Varanga,Women Black & Gold-Coloured Printed Regular Cropped Top,4.0,Rs. 587
2430,Sera,Women Navy Blue Printed Peplum Pure Cotton Top,3.5,Rs. 530
2431,Janasya,Women Multicoloured Striped Tie-Ups A-Line Top,3.5,Rs. 614
2432,TERQUOIS,Women Coffee Brown Checked Pure Cotton Top,3.9,Rs. 585
2433,Vedic,Women Navy Blue & Beige Printed Pure Cotton A-line Kurti,4.5,Rs. 599
2434,Bhama Couture,Pink Gotta Patti Ethnic Tunic,4.0,Rs. 779
2435,Be Indi,Women Maroon Printed Wrap Pure Cotton Top,3.4,Rs. 466
2436,AKKRITI BY PANTALOONS,Women Blue Striped Pure Cotton Top,4.3,Rs. 419
2437,Ayaany,Women Charcoal Grey Solid Shirt Style Pure Cotton Top,3.8,Rs. 1079
2438,Bronz,Women Pink Solid Top,4.2,Rs. 468
2439,Anouk,Women Black & Beige Foil Printed A-Line Top,4.0,Rs. 489
2440,W,Black Printed High-Low Top,4.7,Rs. 649
2441,Biba,BIBA Blue High-Low Top,3.2,Rs. 949
2442,Ayaany,Women Yellow Printed Top,4.4,Rs. 1169
2443,TERQUOIS,Women Brown Solid High-Low Top,4.3,Rs. 438
2444,Varanga,White & Lime Green Floral Printed Pure Cotton Boxy Top,3.4,Rs. 597
2445,Prakrti,Yellow Printed Kurti,3.9,Rs. 679
2446,Rue Collection,Women Mustard Yellow & Black Printed Shirt Style Tunic,3.8,Rs. 664
2447,Colour Me by Melange,Purple Viscose Rayon Shirt Collar Tunic,3.7,Rs. 649
2448,IMARA,Grey Solid Tunic,4.2,Rs. 999
2449,Bronz,Purple Printed Tunic,3.9,Rs. 719
2450,INDYA,Women Black & Gold-Toned Woven Design A-Line Kurti,3.7,Rs. 585
2451,AKKRITI BY PANTALOONS,Navy Blue & Gold-Toned Geometric Regular Crop Top,5.0,Rs. 714
2452,AKKRITI BY PANTALOONS,Women Mustard Yellow & White Checked Tunic,4.3,Rs. 419
2453,aayusika,Women's Red & Gold-Toned Striped Tunic,4.2,Rs. 449
2454,AKKRITI BY PANTALOONS,Women's Charcoal & Yellow Self Design Cotton Tunic,4.4,Rs. 419
2455,Ishin,Off White & Red Floral Tie-Up Neck Applique Empire Top,4.0,Rs. 1461
2456,INDYA,Women Yellow Embellished Ethnic Crop Top,3.4,Rs. 828
2457,Global Desi,Women Blue & Off-White Ethnic Motifs Print Sustainable A-Line Top,4.4,Rs. 799
2458,INDYA,Navy Blue & Pink Embellished Gota Patti Sleeveless Crop Top,4.7,Rs. 800
2459,Vishudh,Women Off White Printed Top,4.0,Rs. 399
2460,INDYA,X Shraddha Kapoor Maroon Floral Embroidered Regular Crop Top,4.1,Rs. 700
2461,Janasya,Green Roll-Up Sleeves Top,4.3,Rs. 792
2462,Nayo,Teal Blue & Yellow Floral Printed Bell Sleeves Pure Cotton A-Line Top,4.2,Rs. 649
2463,AKKRITI BY PANTALOONS,Women Gold-Toned Embroidered Top,4.1,Rs. 909
2464,Shae by SASSAFRAS,Women Deep Navy Blue Floral Top,4.4,Rs. 449
2465,Global Desi,Women Maroon & Cream-Coloured Printed Ecovero A-Line Top,3.7,Rs. 944
2466,Global Desi,Women Purple & Grey Floral Print Flared Sleeves Peplum Top With Tie-up Detail,4.2,Rs. 1199
2467,Lakshita,Navy Blue Regular Top,4.8,Rs. 897
2468,Juniper,Off White Embroidered Tie-Up Neck Bishop Sleeves Bohemian Liva Top,4.3,Rs. 881
2469,Janasya,Pink & Orange Floral A-Line Top,4.0,Rs. 571
2470,Oxolloxo,Women Multicoloured Checked Pure Cotton Regular Top,4.6,Rs. 687
2471,RARE ROOTS,Women Maroon Solid Top,4.0,Rs. 599
2472,max,Green Floral Georgette Regular Top,3.5,Rs. 849
2473,AKKRITI BY PANTALOONS,Women Blue Checked Shirt Style Top,4.3,Rs. 419
2474,AKKRITI BY PANTALOONS,Women Red & Off-White Self Design Tunic,4.0,Rs. 419
2475,Purple Feather,Black & Yellow Embroidered Ethnic Top,3.9,Rs. 404
2476,Vishudh,Women Black Printed A-Line Top,4.3,Rs. 759
2477,Shae by SASSAFRAS,White & Blue Ethnic Motifs Print Wrap Top,4.2,Rs. 489
2478,W,Women Black Printed Maxi Top,4.3,Rs. 649
2479,Janasya,Beige Printed Cinched Waist Top,3.0,Rs. 571
2480,Be Indi,Women Red & Gold-Coloured Solid Top,2.8,Rs. 388
2481,INDYA,Women Beige and Rose Belted Peplum Layered Kurti,3.6,Rs. 1600
2482,Meeranshi,Women Cream-Coloured & Navy Blue Printed Angrakha A-Line Kurti,4.3,Rs. 539
2483,RANGMAYEE,Red & Golden Foil Sanganeri Block Print Liva Kurti with Mask,4.3,Rs. 693
2484,Rangriti,Women White & Black Striped Top,4.2,Rs. 349
2485,Ayaany,Women Mustard Yellow Solid Crop Pure Cotton Top,4.5,Rs. 1529
2486,RAISIN,Black & Orange Viscose Rayon Embroidered Tunic,4.2,Rs. 959
2487,Rain & Rainbow,Blue & White Printed Pure Cotton Tunic,4.2,Rs. 1046
2488,RANGMAYEE,White & Navy Blue Sanganeri Block Print Pure Cotton Kurti with Mask,4.3,Rs. 693
2489,Vishudh,Women Black & Off-White Striped Tunic,4.2,Rs. 439
2490,Vishudh,Women Grey Printed Tunic,4.1,Rs. 419
2491,Vishudh,Women Navy Blue Printed Tunic,4.3,Rs. 419
2492,Bhama Couture,Women Blue Solid A-Line Chambray Top,3.8,Rs. 719
2493,Ayaany,Women Yellow Printed Pure Cotton Top,5.0,Rs. 1079
2494,Shae by SASSAFRAS,Women Navy Blue & Red Printed Pure Cotton A-Line Top,3.8,Rs. 559
2495,Shae by SASSAFRAS,Women Black & White Geometric Printed Mandarin Collar Shirt Style Top,4.4,Rs. 489
2496,Global Desi,Women White & Blue Pure Cotton Dobby Weave Embroidered Tunic,4.4,Rs. 1079
2497,Biba,Women Black Solid High-Low Tunic,4.0,Rs. 799
2498,AKKRITI BY PANTALOONS,Women Mustard Yellow Embroidered Kurti,4.7,Rs. 479
2499,clorals,Women Red Embroidered Tunic,4.2,Rs. 681
2500,Biba,Charcoal Grey & Green Printed Kurti,3.7,Rs. 714
2501,Janasya,Red & Off White Striped Keyhole Neck A-Line Top,3.1,Rs. 701
2502,AKKRITI BY PANTALOONS,Women Navy Blue & Off-White Self Design Tunic,4.2,Rs. 384
2503,Vishudh,Women Green & White Printed Tunic,4.1,Rs. 466
2504,AKKRITI BY PANTALOONS,Women Blue Self Design,4.2,Rs. 419
2505,Be Indi,Women Yellow Floral Print Kurta,3.8,Rs. 489
2506,AKKRITI BY PANTALOONS,Charcoal Grey Embroidered Tunic,3.6,Rs. 479
2507,Shae by SASSAFRAS,Purple Blouson Knotch Collar Crop Top,4.3,Rs. 629
2508,Sangria,Navy Blue Tie-Dye Blouson Top,4.4,Rs. 934
2509,studio rasa,Black Embellished Cap Sleeves Embellished Ruffle Crop Top,4.3,Rs. 779
2510,Vishudh,Mustard & Blue Ethnic Motifs Printed Pure Cotton Empire Top,4.1,Rs. 359
2511,Fabindia,Rust Orange & Golden Handblock Print Pure Cotton Top,3.7,Rs. 1799
2512,HERE&NOW,Off White & Maroon Pure Cotton Roll-Up Sleeves Regular Top,3.7,Rs. 399
2513,Melange by Lifestyle,Navy Blue Geometric Regular Crop Top,4.2,Rs. 499
2514,Global Desi,Women Ecovero Navy Blue Solid A-Line Top,4.3,Rs. 1319
2515,Sangria,Mauve Mandarin Collar Regular Top,4.4,Rs. 329
2516,Desi Weavess,Women Green Self Design Shirt Style Top,4.4,Rs. 1199
2517,QOMN,White & Green Floral Print Pure Cotton Wrap Top,5.0,Rs. 839
2518,Bhama Couture,Women Off-White Embroidered Top,3.9,Rs. 873
2519,Fabindia,Women Grey Pure Cotton Regular Top,4.6,Rs. 990
2520,AKKRITI BY PANTALOONS,Women Yellow Self Design Shirt Style Top,4.1,Rs. 479
2521,Fabindia,Green Tie and Dye Regular Top,3.6,Rs. 792
2522,Vishudh,Women Black & Off-White Striped Tunic,4.2,Rs. 439
2523,Vishudh,Women Grey Printed Tunic,4.1,Rs. 419
2524,Vishudh,Women Navy Blue Printed Tunic,4.3,Rs. 419
2525,Bhama Couture,Women Blue Solid A-Line Chambray Top,3.8,Rs. 719
2526,Ayaany,Women Yellow Printed Pure Cotton Top,5.0,Rs. 1079
2527,Shae by SASSAFRAS,Women Navy Blue & Red Printed Pure Cotton A-Line Top,3.8,Rs. 559
2528,Shae by SASSAFRAS,Women Black & White Geometric Printed Mandarin Collar Shirt Style Top,4.4,Rs. 489
2529,Global Desi,Women White & Blue Pure Cotton Dobby Weave Embroidered Tunic,4.4,Rs. 1079
2530,Biba,Women Black Solid High-Low Tunic,4.0,Rs. 799
2531,AKKRITI BY PANTALOONS,Women Mustard Yellow Embroidered Kurti,4.7,Rs. 479
2532,clorals,Women Red Embroidered Tunic,4.2,Rs. 681
